id,rulebreaker_type,category,firstName,pronoun,verb,entityA,entityB,premise1,premise2,conclusion,label
RULEBREAKER_0007460_rb,ds,cities,Nóa,he,was born in,North Korea,Pyongyang,Nóa was born in either Pyongyang or somewhere in North Korea.,Nóa was not born in North Korea.,Nóa was born in Pyongyang.,False
RULEBREAKER_0007461_rb,ds,cities,Althea,she,was born in,People's Republic of China,Beijing,Althea was born in either Beijing or somewhere in People's Republic of China.,Althea was not born in People's Republic of China.,Althea was born in Beijing.,False
RULEBREAKER_0007462_rb,ds,cities,Adrian,he,was born in,Cambodia,Phnom Penh,Adrian was born in either Phnom Penh or somewhere in Cambodia.,Adrian was not born in Cambodia.,Adrian was born in Phnom Penh.,False
RULEBREAKER_0007463_rb,ds,cities,Davit,he,was born in,Brunei,Bandar Seri Begawan,Davit was born in either Bandar Seri Begawan or somewhere in Brunei.,Davit was not born in Brunei.,Davit was born in Bandar Seri Begawan.,False
RULEBREAKER_0007464_rb,ds,cities,Yuna,she,was born in,Mali,Bamako,Yuna was born in either Bamako or somewhere in Mali.,Yuna was not born in Mali.,Yuna was born in Bamako.,False
RULEBREAKER_0007465_rb,ds,cities,Alessandro,he,was born in,Costa Rica,San José,Alessandro was born in either San José or somewhere in Costa Rica.,Alessandro was not born in Costa Rica.,Alessandro was born in San José.,False
RULEBREAKER_0007466_rb,ds,cities,Elena,she,was born in,Guatemala,Guatemala City,Elena was born in either Guatemala City or somewhere in Guatemala.,Elena was not born in Guatemala.,Elena was born in Guatemala City.,False
RULEBREAKER_0007467_rb,ds,cities,Josip,he,was born in,United Kingdom,London,Josip was born in either London or somewhere in United Kingdom.,Josip was not born in United Kingdom.,Josip was born in London.,False
RULEBREAKER_0007468_rb,ds,cities,Helma,she,was born in,Haiti,Port-au-Prince,Helma was born in either Port-au-Prince or somewhere in Haiti.,Helma was not born in Haiti.,Helma was born in Port-au-Prince.,False
RULEBREAKER_0007469_rb,ds,cities,Elija,she,was born in,Libya,Tripoli,Elija was born in either Tripoli or somewhere in Libya.,Elija was not born in Libya.,Elija was born in Tripoli.,False
RULEBREAKER_0007470_rb,ds,cities,Maitê,she,was born in,Fiji,Suva,Maitê was born in either Suva or somewhere in Fiji.,Maitê was not born in Fiji.,Maitê was born in Suva.,False
RULEBREAKER_0007471_rb,ds,cities,Charlie,he,was born in,Georgia,Tbilisi,Charlie was born in either Tbilisi or somewhere in Georgia.,Charlie was not born in Georgia.,Charlie was born in Tbilisi.,False
RULEBREAKER_0007472_rb,ds,cities,Ricardo,he,was born in,Lithuania,Vilnius,Ricardo was born in either Vilnius or somewhere in Lithuania.,Ricardo was not born in Lithuania.,Ricardo was born in Vilnius.,False
RULEBREAKER_0007473_rb,ds,cities,Minato,he,was born in,France,Paris,Minato was born in either Paris or somewhere in France.,Minato was not born in France.,Minato was born in Paris.,False
RULEBREAKER_0007474_rb,ds,cities,Sophie,she,was born in,Iraq,Baghdad,Sophie was born in either Baghdad or somewhere in Iraq.,Sophie was not born in Iraq.,Sophie was born in Baghdad.,False
RULEBREAKER_0007475_rb,ds,cities,Reina,she,was born in,Dominica,Roseau,Reina was born in either Roseau or somewhere in Dominica.,Reina was not born in Dominica.,Reina was born in Roseau.,False
RULEBREAKER_0007476_rb,ds,cities,Aria,she,was born in,Oman,Muscat,Aria was born in either Muscat or somewhere in Oman.,Aria was not born in Oman.,Aria was born in Muscat.,False
RULEBREAKER_0007477_rb,ds,cities,Pari,she,was born in,Thailand,Bangkok,Pari was born in either Bangkok or somewhere in Thailand.,Pari was not born in Thailand.,Pari was born in Bangkok.,False
RULEBREAKER_0007478_rb,ds,cities,Joel,he,was born in,Slovakia,Bratislava,Joel was born in either Bratislava or somewhere in Slovakia.,Joel was not born in Slovakia.,Joel was born in Bratislava.,False
RULEBREAKER_0007479_rb,ds,cities,Mareva,she,was born in,Czech Republic,Prague,Mareva was born in either Prague or somewhere in Czech Republic.,Mareva was not born in Czech Republic.,Mareva was born in Prague.,False
RULEBREAKER_0007480_rb,ds,cities,Oumou,she,was born in,Spain,Madrid,Oumou was born in either Madrid or somewhere in Spain.,Oumou was not born in Spain.,Oumou was born in Madrid.,False
RULEBREAKER_0007481_rb,ds,cities,Baran,she,was born in,Austria,Vienna,Baran was born in either Vienna or somewhere in Austria.,Baran was not born in Austria.,Baran was born in Vienna.,False
RULEBREAKER_0007482_rb,ds,cities,Fatma,she,was born in,Indonesia,Jakarta,Fatma was born in either Jakarta or somewhere in Indonesia.,Fatma was not born in Indonesia.,Fatma was born in Jakarta.,False
RULEBREAKER_0007483_rb,ds,cities,Miguel,he,was born in,Pakistan,Islamabad,Miguel was born in either Islamabad or somewhere in Pakistan.,Miguel was not born in Pakistan.,Miguel was born in Islamabad.,False
RULEBREAKER_0007484_rb,ds,cities,Lilja,she,was born in,Brazil,Brasília,Lilja was born in either Brasília or somewhere in Brazil.,Lilja was not born in Brazil.,Lilja was born in Brasília.,False
RULEBREAKER_0007485_rb,ds,cities,Katerina,she,was born in,Belgium,City of Brussels,Katerina was born in either City of Brussels or somewhere in Belgium.,Katerina was not born in Belgium.,Katerina was born in City of Brussels.,False
RULEBREAKER_0007486_rb,ds,cities,Valeria,she,was born in,Tajikistan,Dushanbe,Valeria was born in either Dushanbe or somewhere in Tajikistan.,Valeria was not born in Tajikistan.,Valeria was born in Dushanbe.,False
RULEBREAKER_0007487_rb,ds,cities,Widelene,she,was born in,North Macedonia,Skopje,Widelene was born in either Skopje or somewhere in North Macedonia.,Widelene was not born in North Macedonia.,Widelene was born in Skopje.,False
RULEBREAKER_0007488_rb,ds,cities,Anastasia,she,was born in,Mozambique,Maputo,Anastasia was born in either Maputo or somewhere in Mozambique.,Anastasia was not born in Mozambique.,Anastasia was born in Maputo.,False
RULEBREAKER_0007489_rb,ds,cities,Evens,he,was born in,Nicaragua,Managua,Evens was born in either Managua or somewhere in Nicaragua.,Evens was not born in Nicaragua.,Evens was born in Managua.,False
RULEBREAKER_0007490_rb,ds,cities,Abubakr,he,was born in,Cuba,Havana,Abubakr was born in either Havana or somewhere in Cuba.,Abubakr was not born in Cuba.,Abubakr was born in Havana.,False
RULEBREAKER_0007491_rb,ds,cities,Jēkabs,he,was born in,Angola,Luanda,Jēkabs was born in either Luanda or somewhere in Angola.,Jēkabs was not born in Angola.,Jēkabs was born in Luanda.,False
RULEBREAKER_0007492_rb,ds,cities,Christina,she,was born in,Mauritania,Nouakchott,Christina was born in either Nouakchott or somewhere in Mauritania.,Christina was not born in Mauritania.,Christina was born in Nouakchott.,False
RULEBREAKER_0007493_rb,ds,cities,Zoran,he,was born in,Barbados,Bridgetown,Zoran was born in either Bridgetown or somewhere in Barbados.,Zoran was not born in Barbados.,Zoran was born in Bridgetown.,False
RULEBREAKER_0007494_rb,ds,cities,Awa,she,was born in,Sweden,Stockholm,Awa was born in either Stockholm or somewhere in Sweden.,Awa was not born in Sweden.,Awa was born in Stockholm.,False
RULEBREAKER_0007495_rb,ds,cities,Safija,she,was born in,Jamaica,Kingston,Safija was born in either Kingston or somewhere in Jamaica.,Safija was not born in Jamaica.,Safija was born in Kingston.,False
RULEBREAKER_0007496_rb,ds,cities,Haruto,he,was born in,Mongolia,Ulaanbaatar,Haruto was born in either Ulaanbaatar or somewhere in Mongolia.,Haruto was not born in Mongolia.,Haruto was born in Ulaanbaatar.,False
RULEBREAKER_0007497_rb,ds,cities,Miraç,he,was born in,United States of America,"Washington, D.C.","Miraç was born in either Washington, D.C. or somewhere in United States of America.",Miraç was not born in United States of America.,"Miraç was born in Washington, D.C..",False
RULEBREAKER_0007498_rb,ds,cities,Martín,he,was born in,Zimbabwe,Harare,Martín was born in either Harare or somewhere in Zimbabwe.,Martín was not born in Zimbabwe.,Martín was born in Harare.,False
RULEBREAKER_0007499_rb,ds,cities,Vicente,he,was born in,Antigua and Barbuda,Saint John's,Vicente was born in either Saint John's or somewhere in Antigua and Barbuda.,Vicente was not born in Antigua and Barbuda.,Vicente was born in Saint John's.,False
RULEBREAKER_0007500_rb,ds,cities,Dalal,she,was born in,Madagascar,Antananarivo,Dalal was born in either Antananarivo or somewhere in Madagascar.,Dalal was not born in Madagascar.,Dalal was born in Antananarivo.,False
RULEBREAKER_0007501_rb,ds,cities,Marcell,he,was born in,Chile,Santiago,Marcell was born in either Santiago or somewhere in Chile.,Marcell was not born in Chile.,Marcell was born in Santiago.,False
RULEBREAKER_0007502_rb,ds,cities,Azora Kiara,she,was born in,Finland,Helsinki,Azora Kiara was born in either Helsinki or somewhere in Finland.,Azora Kiara was not born in Finland.,Azora Kiara was born in Helsinki.,False
RULEBREAKER_0007503_rb,ds,cities,Teiki,he,was born in,Saudi Arabia,Riyadh,Teiki was born in either Riyadh or somewhere in Saudi Arabia.,Teiki was not born in Saudi Arabia.,Teiki was born in Riyadh.,False
RULEBREAKER_0007504_rb,ds,cities,Ellen,she,was born in,Central African Republic,Bangui,Ellen was born in either Bangui or somewhere in Central African Republic.,Ellen was not born in Central African Republic.,Ellen was born in Bangui.,False
RULEBREAKER_0007505_rb,ds,cities,Tadhg,he,was born in,Ecuador,Quito,Tadhg was born in either Quito or somewhere in Ecuador.,Tadhg was not born in Ecuador.,Tadhg was born in Quito.,False
RULEBREAKER_0007506_rb,ds,cities,Doha,she,was born in,Tanzania,Dodoma,Doha was born in either Dodoma or somewhere in Tanzania.,Doha was not born in Tanzania.,Doha was born in Dodoma.,False
RULEBREAKER_0007507_rb,ds,cities,Esma,she,was born in,Somalia,Mogadishu,Esma was born in either Mogadishu or somewhere in Somalia.,Esma was not born in Somalia.,Esma was born in Mogadishu.,False
RULEBREAKER_0007508_rb,ds,cities,Xīnyí,she,was born in,Malawi,Lilongwe,Xīnyí was born in either Lilongwe or somewhere in Malawi.,Xīnyí was not born in Malawi.,Xīnyí was born in Lilongwe.,False
RULEBREAKER_0007509_rb,ds,cities,Jana,she,was born in,Botswana,Gaborone,Jana was born in either Gaborone or somewhere in Botswana.,Jana was not born in Botswana.,Jana was born in Gaborone.,False
RULEBREAKER_0007510_rb,ds,cities,Barbare,she,was born in,Belize,Belmopan,Barbare was born in either Belmopan or somewhere in Belize.,Barbare was not born in Belize.,Barbare was born in Belmopan.,False
RULEBREAKER_0007511_rb,ds,cities,Elyas,he,was born in,Senegal,Dakar,Elyas was born in either Dakar or somewhere in Senegal.,Elyas was not born in Senegal.,Elyas was born in Dakar.,False
RULEBREAKER_0007512_rb,ds,cities,Jessica,she,was born in,Samoa,Apia,Jessica was born in either Apia or somewhere in Samoa.,Jessica was not born in Samoa.,Jessica was born in Apia.,False
RULEBREAKER_0007513_rb,ds,cities,Rin,she,was born in,Kiribati,South Tarawa,Rin was born in either South Tarawa or somewhere in Kiribati.,Rin was not born in Kiribati.,Rin was born in South Tarawa.,False
RULEBREAKER_0007514_rb,ds,cities,Karine,she,was born in,Solomon Islands,Honiara,Karine was born in either Honiara or somewhere in Solomon Islands.,Karine was not born in Solomon Islands.,Karine was born in Honiara.,False
RULEBREAKER_0007515_rb,ds,cities,Clara,she,was born in,Lesotho,Maseru,Clara was born in either Maseru or somewhere in Lesotho.,Clara was not born in Lesotho.,Clara was born in Maseru.,False
RULEBREAKER_0007516_rb,ds,cities,Delfina,she,was born in,The Bahamas,Nassau,Delfina was born in either Nassau or somewhere in The Bahamas.,Delfina was not born in The Bahamas.,Delfina was born in Nassau.,False
RULEBREAKER_0007517_rb,ds,cities,Chloe,she,was born in,Tunisia,Tunis,Chloe was born in either Tunis or somewhere in Tunisia.,Chloe was not born in Tunisia.,Chloe was born in Tunis.,False
RULEBREAKER_0007518_rb,ds,cities,Azaria,she,was born in,Nepal,Kathmandu,Azaria was born in either Kathmandu or somewhere in Nepal.,Azaria was not born in Nepal.,Azaria was born in Kathmandu.,False
RULEBREAKER_0007519_rb,ds,cities,Niel,he,was born in,Qatar,Doha,Niel was born in either Doha or somewhere in Qatar.,Niel was not born in Qatar.,Niel was born in Doha.,False
RULEBREAKER_0007520_rb,ds,cities,Amayra,she,was born in,Kazakhstan,Astana,Amayra was born in either Astana or somewhere in Kazakhstan.,Amayra was not born in Kazakhstan.,Amayra was born in Astana.,False
RULEBREAKER_0007521_rb,ds,cities,Regina,she,was born in,East Timor,Dili,Regina was born in either Dili or somewhere in East Timor.,Regina was not born in East Timor.,Regina was born in Dili.,False
RULEBREAKER_0007522_rb,ds,cities,Damian,he,was born in,Malaysia,Kuala Lumpur,Damian was born in either Kuala Lumpur or somewhere in Malaysia.,Damian was not born in Malaysia.,Damian was born in Kuala Lumpur.,False
RULEBREAKER_0007523_rb,ds,cities,Gunay,she,was born in,Tonga,Nukuʻalofa,Gunay was born in either Nukuʻalofa or somewhere in Tonga.,Gunay was not born in Tonga.,Gunay was born in Nukuʻalofa.,False
RULEBREAKER_0007524_rb,ds,cities,Sára,she,was born in,Algeria,Algiers,Sára was born in either Algiers or somewhere in Algeria.,Sára was not born in Algeria.,Sára was born in Algiers.,False
RULEBREAKER_0007525_rb,ds,cities,Daniil,he,was born in,Saint Vincent and the Grenadines,Kingstown,Daniil was born in either Kingstown or somewhere in Saint Vincent and the Grenadines.,Daniil was not born in Saint Vincent and the Grenadines.,Daniil was born in Kingstown.,False
RULEBREAKER_0007526_rb,ds,cities,Latifa,she,was born in,Egypt,Cairo,Latifa was born in either Cairo or somewhere in Egypt.,Latifa was not born in Egypt.,Latifa was born in Cairo.,False
RULEBREAKER_0007527_rb,ds,cities,William,he,was born in,Trinidad and Tobago,Port of Spain,William was born in either Port of Spain or somewhere in Trinidad and Tobago.,William was not born in Trinidad and Tobago.,William was born in Port of Spain.,False
RULEBREAKER_0007528_rb,ds,cities,Kevin,he,was born in,Liechtenstein,Vaduz,Kevin was born in either Vaduz or somewhere in Liechtenstein.,Kevin was not born in Liechtenstein.,Kevin was born in Vaduz.,False
RULEBREAKER_0007529_rb,ds,cities,Nina,she,was born in,Morocco,Rabat,Nina was born in either Rabat or somewhere in Morocco.,Nina was not born in Morocco.,Nina was born in Rabat.,False
RULEBREAKER_0007530_rb,ds,cities,Snezana,she,was born in,Suriname,Paramaribo,Snezana was born in either Paramaribo or somewhere in Suriname.,Snezana was not born in Suriname.,Snezana was born in Paramaribo.,False
RULEBREAKER_0007531_rb,ds,cities,Noah,he,was born in,Equatorial Guinea,Malabo,Noah was born in either Malabo or somewhere in Equatorial Guinea.,Noah was not born in Equatorial Guinea.,Noah was born in Malabo.,False
RULEBREAKER_0007532_rb,ds,cities,Abdelkader,he,was born in,Cape Verde,Praia,Abdelkader was born in either Praia or somewhere in Cape Verde.,Abdelkader was not born in Cape Verde.,Abdelkader was born in Praia.,False
RULEBREAKER_0007533_rb,ds,cities,Ren,he,was born in,Uzbekistan,Tashkent,Ren was born in either Tashkent or somewhere in Uzbekistan.,Ren was not born in Uzbekistan.,Ren was born in Tashkent.,False
RULEBREAKER_0007534_rb,ds,cities,Elizabeth,she,was born in,United Arab Emirates,Abu Dhabi,Elizabeth was born in either Abu Dhabi or somewhere in United Arab Emirates.,Elizabeth was not born in United Arab Emirates.,Elizabeth was born in Abu Dhabi.,False
RULEBREAKER_0007535_rb,ds,cities,Kyra,she,was born in,Niger,Niamey,Kyra was born in either Niamey or somewhere in Niger.,Kyra was not born in Niger.,Kyra was born in Niamey.,False
RULEBREAKER_0007536_rb,ds,cities,Elnur,he,was born in,Turkey,Ankara,Elnur was born in either Ankara or somewhere in Turkey.,Elnur was not born in Turkey.,Elnur was born in Ankara.,False
RULEBREAKER_0007537_rb,ds,cities,Léo,he,was born in,Iran,Tehran,Léo was born in either Tehran or somewhere in Iran.,Léo was not born in Iran.,Léo was born in Tehran.,False
RULEBREAKER_0007538_rb,ds,cities,Sakura,she,was born in,Papua New Guinea,Port Moresby,Sakura was born in either Port Moresby or somewhere in Papua New Guinea.,Sakura was not born in Papua New Guinea.,Sakura was born in Port Moresby.,False
RULEBREAKER_0007539_rb,ds,cities,Shaikha,she,was born in,Paraguay,Asunción,Shaikha was born in either Asunción or somewhere in Paraguay.,Shaikha was not born in Paraguay.,Shaikha was born in Asunción.,False
RULEBREAKER_0007540_rb,ds,cities,Nahia,she,was born in,The Gambia,Banjul,Nahia was born in either Banjul or somewhere in The Gambia.,Nahia was not born in The Gambia.,Nahia was born in Banjul.,False
RULEBREAKER_0007541_rb,ds,cities,Tatiana,she,was born in,Kyrgyzstan,Bishkek,Tatiana was born in either Bishkek or somewhere in Kyrgyzstan.,Tatiana was not born in Kyrgyzstan.,Tatiana was born in Bishkek.,False
RULEBREAKER_0007542_rb,ds,cities,Leyla,she,was born in,Lebanon,Beirut,Leyla was born in either Beirut or somewhere in Lebanon.,Leyla was not born in Lebanon.,Leyla was born in Beirut.,False
RULEBREAKER_0007543_rb,ds,cities,Kári,he,was born in,India,New Delhi,Kári was born in either New Delhi or somewhere in India.,Kári was not born in India.,Kári was born in New Delhi.,False
